time;x;y;z;gforce
14:09:04:29;0.176;0.258;0.899;0.952
14:09:04:39;0.180;0.262;0.895;0.950
14:09:04:61;0.168;0.262;0.907;0.959
14:09:04:70;0.145;0.254;0.923;0.968
14:09:04:91;0.125;0.246;0.934;0.974
14:09:04:111;0.106;0.246;0.930;0.968
14:09:04:120;0.086;0.250;0.938;0.975
14:09:04:140;0.059;0.262;0.954;0.991
14:09:04:149;0.031;0.270;0.962;0.999
14:09:04:170;0.008;0.270;0.969;1.006
14:09:04:179;-0.012;0.250;0.993;1.024
14:09:04:201;-0.043;0.223;1.005;1.030
14:09:04:209;-0.074;0.199;1.001;1.023
14:09:04:229;-0.102;0.184;0.993;1.015
14:09:04:249;-0.102;0.180;1.001;1.022
14:09:04:259;-0.098;0.188;0.997;1.019
14:09:04:279;-0.098;0.199;0.969;0.995
14:09:04:289;-0.098;0.215;0.950;0.979
14:09:04:311;-0.102;0.231;0.934;0.968
14:09:04:320;-0.106;0.238;0.930;0.966
14:09:04:340;-0.098;0.235;0.950;0.983
14:09:04:361;-0.078;0.223;0.997;1.024
14:09:04:370;-0.059;0.211;1.016;1.040
14:09:04:391;-0.059;0.207;1.001;1.024
14:09:04:622;-0.059;0.211;0.985;1.009
14:09:04:624;-0.047;0.219;0.985;1.010
14:09:04:630;-0.031;0.219;0.993;1.017
14:09:04:632;-0.031;0.219;0.997;1.021
14:09:04:633;-0.035;0.211;0.997;1.019
14:09:04:635;-0.039;0.203;0.993;1.014
14:09:04:637;-0.043;0.192;1.001;1.020
14:09:04:638;-0.043;0.184;1.001;1.018
14:09:04:640;-0.047;0.188;0.989;1.008
14:09:04:641;-0.051;0.195;0.973;0.994
14:09:04:661;-0.047;0.192;0.965;0.985
14:09:04:663;-0.027;0.184;0.985;1.002
14:09:04:665;-0.004;0.188;0.993;1.010
14:09:04:687;0.000;0.195;0.965;0.985
14:09:04:688;-0.012;0.227;0.919;0.946
14:09:04:689;-0.020;0.254;0.903;0.938
14:09:04:691;-0.016;0.258;0.934;0.969
14:09:04:705;0.004;0.215;1.016;1.039
14:09:04:707;0.004;0.195;1.048;1.066
14:09:04:717;-0.012;0.184;1.063;1.079
14:09:04:727;-0.020;0.192;1.059;1.077
14:09:04:748;-0.023;0.203;1.059;1.079
14:09:04:757;-0.008;0.203;1.071;1.090
14:09:04:777;0.016;0.199;1.079;1.097
14:09:04:792;0.035;0.199;1.079;1.098
14:09:04:810;0.043;0.188;1.067;1.084
14:09:04:828;0.035;0.188;1.059;1.076
14:09:04:842;0.031;0.180;1.048;1.063
14:09:04:860;0.020;0.168;1.036;1.050
14:09:04:869;0.004;0.164;1.008;1.022
14:09:04:891;-0.004;0.172;0.977;0.992
14:09:04:899;0.004;0.188;0.958;0.976
14:09:04:920;0.016;0.199;0.954;0.975
14:09:04:940;0.020;0.195;0.958;0.978
14:09:04:949;0.020;0.188;0.958;0.976
14:09:04:970;0.016;0.188;0.954;0.972
14:09:04:979;0.016;0.180;0.950;0.967
14:09:04:999;0.020;0.180;0.946;0.963
14:09:05:9;0.027;0.172;0.942;0.958
14:09:05:29;0.043;0.168;0.946;0.962
14:09:05:49;0.055;0.160;0.950;0.965
14:09:05:59;0.066;0.152;0.946;0.960
14:09:05:79;0.070;0.145;0.942;0.956
14:09:05:89;0.066;0.145;0.926;0.940
14:09:05:110;0.055;0.156;0.899;0.914
14:09:05:119;0.031;0.164;0.876;0.891
14:09:05:141;0.023;0.168;0.872;0.888
14:09:05:160;0.016;0.172;0.883;0.900
14:09:05:170;0.023;0.168;0.899;0.915
14:09:05:191;0.027;0.164;0.919;0.934
14:09:05:199;0.035;0.149;0.938;0.950
14:09:05:220;0.031;0.145;0.938;0.950
14:09:05:229;0.031;0.149;0.930;0.943
14:09:05:251;0.031;0.152;0.923;0.936
14:09:05:270;0.039;0.172;0.930;0.947
14:09:05:279;0.047;0.180;0.954;0.972
14:09:05:301;0.051;0.180;0.985;1.003
14:09:05:309;0.055;0.180;1.008;1.026
14:09:05:329;0.047;0.172;1.024;1.040
14:09:05:339;0.047;0.160;1.040;1.053
14:09:05:359;0.043;0.141;1.044;1.054
14:09:05:378;0.035;0.129;1.032;1.041
14:09:05:390;0.027;0.125;1.016;1.024
14:09:05:411;0.020;0.125;1.012;1.020
14:09:05:420;0.012;0.125;1.012;1.020
14:09:05:441;0.000;0.125;1.024;1.032
14:09:05:449;-0.012;0.121;1.040;1.047
14:09:05:470;-0.004;0.113;1.071;1.077
14:09:05:490;0.008;0.109;1.118;1.123
14:09:05:499;0.023;0.109;1.126;1.131
14:09:05:520;0.031;0.121;1.114;1.121
14:09:05:529;0.035;0.125;1.087;1.094
14:09:05:550;0.043;0.129;1.055;1.064
14:09:05:559;0.035;0.133;1.020;1.029
14:09:05:579;0.031;0.133;1.005;1.014
14:09:05:589;0.031;0.133;0.997;1.006
14:09:05:611;0.027;0.133;1.005;1.014
14:09:05:629;0.027;0.125;1.012;1.020
14:09:05:639;0.020;0.117;1.016;1.023
14:09:05:660;0.016;0.113;1.020;1.027
14:09:05:669;0.012;0.113;1.016;1.023
14:09:05:689;0.016;0.109;1.016;1.022
14:09:05:699;0.023;0.113;1.024;1.031
14:09:05:720;0.035;0.121;1.036;1.044
14:09:05:756;0.039;0.121;1.032;1.040
14:09:05:767;0.031;0.121;0.997;1.005
14:09:05:777;0.020;0.125;0.981;0.989
14:09:05:799;0.012;0.121;0.973;0.981
14:09:05:808;0.008;0.121;0.973;0.981
14:09:05:828;0.008;0.121;0.969;0.977
14:09:05:850;0.008;0.125;0.973;0.981
14:09:05:858;0.008;0.125;0.977;0.985
14:09:05:878;0.004;0.129;0.977;0.986
14:09:05:892;-0.004;0.133;0.973;0.982
14:09:05:911;-0.008;0.137;0.973;0.983
14:09:05:920;-0.008;0.141;0.985;0.995
14:09:05:940;0.000;0.137;1.001;1.010
14:09:05:959;0.000;0.133;1.016;1.025
14:09:05:969;-0.004;0.133;1.008;1.017
14:09:05:989;-0.012;0.141;1.001;1.011
14:09:06:202;-0.020;0.149;0.997;1.008
14:09:06:204;-0.023;0.152;0.993;1.005
14:09:06:207;-0.027;0.156;0.993;1.005
14:09:06:209;-0.031;0.156;1.001;1.013
14:09:06:210;-0.027;0.156;1.012;1.025
14:09:06:211;-0.020;0.156;1.024;1.036
14:09:06:212;-0.023;0.160;1.016;1.029
14:09:06:214;-0.023;0.160;1.012;1.025
14:09:06:217;-0.027;0.168;1.012;1.027
14:09:06:219;-0.027;0.168;1.016;1.030
14:09:06:220;-0.027;0.160;1.020;1.033
14:09:06:221;-0.027;0.160;1.016;1.029
14:09:06:223;-0.031;0.160;1.005;1.018
14:09:06:224;-0.035;0.164;0.989;1.003
14:09:06:227;-0.035;0.168;0.985;1.000
14:09:06:248;-0.035;0.164;0.989;1.003
14:09:06:267;-0.031;0.164;1.001;1.015
14:09:06:294;-0.027;0.164;0.997;1.011
14:09:06:301;-0.023;0.172;0.997;1.012
14:09:06:320;-0.023;0.176;0.997;1.012
14:09:06:329;-0.020;0.188;1.001;1.018
14:09:06:350;-0.016;0.195;0.997;1.016
14:09:06:360;-0.004;0.195;1.001;1.020
14:09:06:379;0.004;0.199;0.997;1.017
14:09:06:389;0.004;0.199;0.981;1.001
14:09:06:411;0.004;0.199;0.958;0.978
14:09:06:429;0.000;0.195;0.938;0.958
14:09:06:439;-0.008;0.195;0.919;0.939
14:09:06:459;-0.012;0.199;0.895;0.917
14:09:06:469;-0.016;0.195;0.895;0.916
14:09:06:520;-0.031;0.188;0.907;0.927
14:09:06:524;-0.047;0.180;0.903;0.922
14:09:06:530;-0.063;0.176;0.903;0.922
14:09:06:543;-0.070;0.176;0.903;0.923
14:09:06:547;-0.078;0.180;0.907;0.928
14:09:06:567;-0.094;0.188;0.911;0.935
14:09:06:577;-0.098;0.192;0.934;0.959
14:09:06:600;-0.090;0.184;0.977;0.998
14:09:06:608;-0.086;0.164;1.016;1.033
14:09:06:628;-0.086;0.156;1.020;1.036
14:09:06:642;-0.082;0.164;1.012;1.029
14:09:06:659;-0.078;0.172;1.012;1.030
14:09:06:679;-0.074;0.180;1.020;1.039
14:09:06:689;-0.063;0.192;1.024;1.044
14:09:06:711;-0.055;0.195;1.028;1.048
14:09:06:720;-0.047;0.199;1.032;1.052
14:09:06:740;-0.043;0.203;1.016;1.037
14:09:06:771;-0.051;0.211;0.997;1.020
14:09:06:775;-0.047;0.215;1.005;1.028
14:09:06:792;-0.035;0.211;1.028;1.050
14:09:06:809;-0.023;0.207;1.048;1.068
14:09:06:820;-0.016;0.207;1.028;1.049
14:09:06:829;-0.020;0.211;1.001;1.023
14:09:06:852;-0.027;0.219;0.981;1.006
14:09:06:867;-0.031;0.219;0.973;0.998
14:09:06:877;-0.039;0.227;0.973;1.000
14:09:06:891;-0.043;0.231;0.981;1.009
14:09:06:909;-0.039;0.231;1.005;1.031
14:09:06:928;-0.039;0.223;1.012;1.037
14:09:06:938;-0.047;0.211;1.005;1.028
14:09:06:958;-0.059;0.215;0.969;0.995
14:09:06:968;-0.066;0.227;0.938;0.967
14:09:06:993;-0.074;0.242;0.923;0.957
14:09:07:11;-0.070;0.246;0.926;0.961
14:09:07:20;-0.059;0.246;0.946;0.979
14:09:07:41;-0.043;0.246;0.958;0.990
14:09:07:49;-0.031;0.250;0.958;0.990
14:09:07:70;-0.020;0.254;0.958;0.991
14:09:07:79;-0.012;0.258;0.958;0.992
14:09:07:100;-0.012;0.246;0.962;0.993
14:09:07:120;-0.008;0.242;0.965;0.995
14:09:07:129;-0.008;0.238;0.965;0.995
14:09:07:150;0.000;0.242;0.981;1.011
14:09:07:159;0.004;0.242;0.997;1.026
14:09:07:179;0.008;0.238;1.001;1.029
14:09:07:189;0.012;0.254;0.989;1.021
14:09:07:211;0.012;0.258;0.985;1.018
14:09:07:229;0.016;0.246;1.005;1.034
14:09:07:239;0.012;0.235;1.008;1.035
14:09:07:259;0.004;0.227;0.993;1.018
14:09:07:269;0.000;0.219;0.977;1.001
14:09:07:291;-0.004;0.219;0.981;1.005
14:09:07:299;-0.008;0.219;0.977;1.001
14:09:07:320;-0.012;0.223;0.946;0.972
14:09:07:339;-0.008;0.227;0.938;0.965
14:09:07:349;-0.008;0.223;0.946;0.972
14:09:07:370;-0.016;0.219;0.938;0.963
14:09:07:379;-0.020;0.238;0.919;0.949
14:09:07:401;-0.023;0.262;0.887;0.925
14:09:07:409;-0.020;0.281;0.891;0.935
14:09:07:429;-0.016;0.285;0.930;0.973
14:09:07:450;-0.027;0.281;0.950;0.991
14:09:07:459;-0.043;0.274;0.950;0.989
14:09:07:480;-0.055;0.262;0.954;0.991
14:09:07:489;-0.063;0.246;0.962;0.995
14:09:07:511;-0.059;0.238;0.981;1.011
14:09:07:520;-0.055;0.238;1.005;1.034
14:09:07:543;-0.059;0.242;0.997;1.027
14:09:07:560;-0.070;0.250;0.969;1.004
14:09:07:570;-0.082;0.262;0.950;0.989
14:09:07:742;-0.086;0.266;0.950;0.990
14:09:07:743;-0.082;0.270;0.965;1.006
14:09:07:744;-0.074;0.278;0.973;1.015
14:09:07:746;-0.066;0.285;0.977;1.020
14:09:07:747;-0.066;0.293;0.977;1.022
14:09:07:748;-0.070;0.293;0.973;1.019
14:09:07:749;-0.074;0.289;0.965;1.011
14:09:07:750;-0.078;0.293;0.942;0.990
14:09:07:751;-0.082;0.297;0.919;0.969
14:09:07:753;-0.086;0.301;0.915;0.967
14:09:07:754;-0.086;0.301;0.930;0.982
14:09:07:757;-0.094;0.293;0.934;0.984
14:09:07:767;-0.098;0.285;0.934;0.982
14:09:07:789;-0.106;0.285;0.946;0.994
14:09:07:808;-0.106;0.281;0.962;1.007
14:09:07:817;-0.102;0.278;0.973;1.017
14:09:07:837;-0.098;0.278;0.981;1.024
14:09:07:847;-0.090;0.285;0.985;1.029
14:09:07:867;-0.086;0.281;0.989;1.032
14:09:07:879;-0.090;0.278;0.989;1.031
14:09:07:898;-0.094;0.281;0.977;1.021
14:09:07:917;-0.090;0.285;0.977;1.022
14:09:07:927;-0.086;0.285;0.977;1.022
14:09:07:952;-0.082;0.285;0.965;1.010
14:09:07:958;-0.082;0.285;0.954;0.999
14:09:07:978;-0.078;0.285;0.942;0.987
14:09:07:988;-0.074;0.281;0.946;0.990
14:09:08:11;-0.070;0.278;0.950;0.992
14:09:08:28;-0.070;0.274;0.954;0.995
14:09:08:38;-0.074;0.270;0.954;0.994
14:09:08:52;-0.074;0.266;0.962;1.000
14:09:08:70;-0.074;0.262;0.965;1.003
14:09:08:103;-0.066;0.262;0.969;1.006
14:09:08:120;-0.063;0.266;0.969;1.007
14:09:08:124;-0.063;0.270;0.962;1.001
14:09:08:139;-0.063;0.274;0.958;0.998
14:09:08:167;-0.063;0.270;0.958;0.997
14:09:08:177;-0.059;0.266;0.977;1.014
14:09:08:203;-0.055;0.266;0.981;1.018
14:09:08:208;-0.051;0.270;0.973;1.011
14:09:08:228;-0.051;0.278;0.958;0.998
14:09:08:250;-0.055;0.285;0.946;0.990
14:09:08:258;-0.059;0.293;0.942;0.988
14:09:08:278;-0.063;0.289;0.942;0.987
14:09:08:288;-0.066;0.285;0.962;1.005
14:09:08:311;-0.063;0.278;0.985;1.025
14:09:08:320;-0.063;0.274;0.997;1.036
14:09:08:352;-0.063;0.274;0.985;1.024
14:09:08:370;-0.066;0.278;0.965;1.007
14:09:08:391;-0.066;0.285;0.950;0.994
14:09:08:399;-0.066;0.278;0.954;0.996
14:09:08:420;-0.070;0.278;0.954;0.996
14:09:08:429;-0.066;0.270;0.962;1.001
14:09:08:449;-0.070;0.270;0.973;1.012
14:09:08:459;-0.078;0.270;0.969;1.009
14:09:08:479;-0.078;0.278;0.965;1.008
14:09:08:501;-0.078;0.274;0.977;1.018
14:09:08:510;-0.074;0.270;0.981;1.020
14:09:08:529;-0.070;0.262;0.985;1.022
14:09:08:539;-0.066;0.262;0.977;1.014
14:09:08:560;-0.066;0.266;0.965;1.004
14:09:08:570;-0.066;0.270;0.950;0.990
14:09:08:591;-0.066;0.274;0.934;0.976
14:09:08:611;-0.070;0.278;0.934;0.977
14:09:08:620;-0.078;0.289;0.923;0.970
14:09:08:640;-0.082;0.297;0.923;0.973
14:09:08:649;-0.086;0.293;0.946;0.994
14:09:08:670;-0.086;0.289;0.977;1.023
14:09:08:691;-0.078;0.278;1.005;1.045
14:09:08:699;-0.074;0.270;1.016;1.054
14:09:08:720;-0.070;0.274;1.005;1.044
14:09:08:730;-0.063;0.285;0.985;1.027
14:09:08:750;-0.059;0.293;0.958;1.003
14:09:08:760;-0.059;0.297;0.942;0.990
14:09:08:779;-0.066;0.293;0.930;0.978
14:09:08:789;-0.074;0.289;0.923;0.970
14:09:08:809;-0.082;0.293;0.926;0.975
14:09:08:830;-0.082;0.289;0.946;0.993
14:09:08:839;-0.086;0.285;0.969;1.014
14:09:08:859;-0.082;0.285;0.973;1.018
14:09:08:872;-0.082;0.289;0.969;1.015
14:09:08:892;-0.078;0.297;0.969;1.017
14:09:08:899;-0.070;0.309;0.965;1.016
14:09:08:920;-0.063;0.313;0.965;1.017
14:09:08:939;-0.063;0.305;0.962;1.011
14:09:08:961;-0.066;0.297;0.958;1.005
14:09:08:967;-0.074;0.293;0.942;0.989
14:09:08:977;-0.082;0.289;0.926;0.974
14:09:09:3;-0.082;0.297;0.919;0.969
14:09:09:8;-0.074;0.301;0.930;0.981
14:09:09:28;-0.063;0.297;0.958;1.005
14:09:09:49;-0.063;0.289;0.969;1.014
14:09:09:58;-0.066;0.289;0.965;1.010
14:09:09:78;-0.066;0.293;0.950;0.996
14:09:09:88;-0.063;0.305;0.946;0.996
14:09:09:102;-0.059;0.313;0.934;0.987
14:09:09:120;-0.059;0.313;0.938;0.991
14:09:09:141;-0.063;0.301;0.938;0.987
14:09:09:149;-0.063;0.301;0.950;0.998
14:09:09:170;-0.066;0.305;0.962;1.011
14:09:09:340;-0.066;0.297;0.973;1.020
14:09:09:342;-0.059;0.297;0.973;1.019
14:09:09:343;-0.066;0.301;0.973;1.021
14:09:09:344;-0.066;0.297;0.973;1.020
14:09:09:347;-0.066;0.293;0.969;1.015
14:09:09:349;-0.070;0.293;0.958;1.004
14:09:09:350;-0.078;0.293;0.954;1.001
14:09:09:352;-0.094;0.278;0.946;0.990
14:09:09:353;-0.106;0.278;0.962;1.006
14:09:09:355;-0.102;0.278;0.989;1.032
14:09:09:358;-0.098;0.293;0.993;1.040
14:09:09:359;-0.082;0.301;1.005;1.052
14:09:09:367;-0.078;0.317;0.985;1.038
14:09:09:388;-0.074;0.313;0.946;0.999
14:09:09:402;-0.059;0.328;0.946;1.003
14:09:09:418;-0.035;0.336;0.946;1.005
14:09:09:440;-0.020;0.344;0.942;1.003
14:09:09:449;-0.012;0.344;0.934;0.996
14:09:09:469;-0.004;0.344;0.926;0.988
14:09:09:478;0.000;0.344;0.915;0.977
14:09:09:502;0.047;0.379;0.903;0.980
14:09:09:520;0.016;0.336;0.926;0.986
14:09:09:529;0.055;0.391;0.930;1.011
14:09:09:571;0.070;0.403;0.930;1.016
14:09:09:579;0.047;0.391;0.911;0.992
14:09:09:583;0.039;0.391;0.887;0.970
14:09:09:588;0.031;0.383;0.880;0.960
14:09:09:607;0.031;0.383;0.883;0.963
14:09:09:627;0.051;0.391;0.883;0.967
14:09:09:637;0.078;0.407;0.880;0.972
14:09:09:652;0.109;0.414;0.899;0.996
14:09:09:669;0.129;0.418;0.919;1.018
14:09:09:689;0.141;0.426;0.926;1.029
14:09:09:702;0.129;0.422;0.907;1.009
14:09:09:720;0.121;0.438;0.883;0.993
14:09:09:729;0.125;0.457;0.880;0.999
14:09:09:751;0.121;0.453;0.868;0.987
14:09:09:770;0.149;0.469;0.887;1.015
14:09:09:780;0.164;0.473;0.899;1.029
14:09:09:799;0.164;0.469;0.891;1.020
14:09:09:809;0.141;0.453;0.872;0.993
14:09:09:829;0.129;0.450;0.852;0.972
14:09:09:839;0.113;0.446;0.833;0.951
14:09:09:861;0.121;0.442;0.864;0.978
14:09:09:879;0.141;0.446;0.891;1.006
14:09:09:889;0.156;0.442;0.911;1.024
14:09:09:911;0.168;0.438;0.919;1.031
14:09:09:920;0.141;0.426;0.895;1.001
14:09:09:940;0.141;0.434;0.907;1.015
14:09:09:949;0.156;0.453;0.899;1.019
14:09:09:978;0.168;0.473;0.895;1.026
14:09:09:989;0.172;0.457;0.911;1.034
14:09:09:999;0.172;0.438;0.930;1.042
14:09:10:20;0.172;0.442;0.911;1.027
14:09:10:29;0.172;0.446;0.891;1.011
14:09:10:59;0.168;0.453;0.887;1.011
14:09:10:67;0.164;0.446;0.872;0.993
14:09:10:81;0.160;0.442;0.883;1.001
14:09:10:99;0.164;0.438;0.895;1.010
14:09:10:108;0.156;0.426;0.887;0.997
14:09:10:128;0.160;0.430;0.872;0.985
14:09:10:138;0.156;0.430;0.868;0.981
14:09:10:161;0.156;0.438;0.872;0.988
14:09:10:170;0.168;0.453;0.880;1.004
14:09:10:189;0.172;0.442;0.876;0.996
14:09:10:209;0.168;0.434;0.876;0.992
14:09:10:219;0.176;0.434;0.860;0.979
14:09:10:241;0.188;0.442;0.868;0.992
14:09:10:249;0.192;0.446;0.883;1.008
14:09:10:270;0.192;0.446;0.891;1.015
14:09:10:279;0.192;0.446;0.880;1.004
14:09:10:300;0.176;0.442;0.880;1.000
14:09:10:319;0.172;0.434;0.880;0.996
14:09:10:329;0.172;0.430;0.880;0.994
14:09:10:351;0.184;0.434;0.887;1.005
14:09:10:359;0.195;0.442;0.899;1.021
14:09:10:379;0.195;0.450;0.883;1.010
14:09:10:389;0.188;0.450;0.872;0.999
14:09:10:409;0.184;0.442;0.880;1.001
14:09:10:419;0.172;0.430;0.891;1.004
14:09:10:439;0.172;0.426;0.895;1.006
14:09:10:461;0.180;0.434;0.903;1.018
14:09:10:470;0.184;0.438;0.895;1.013
14:09:10:489;0.199;0.457;0.880;1.011
14:09:10:499;0.207;0.461;0.868;1.004
14:09:10:519;0.211;0.465;0.852;0.994
14:09:10:529;0.231;0.457;0.883;1.021
14:09:10:551;0.235;0.465;0.903;1.042
14:09:10:570;0.238;0.453;0.895;1.031
14:09:10:579;0.207;0.453;0.840;0.977
14:09:10:600;0.180;0.446;0.790;0.924
14:09:10:609;0.195;0.489;0.860;1.008
14:09:10:629;0.203;0.508;0.852;1.013
14:09:10:639;0.199;0.496;0.887;1.036
14:09:10:661;0.176;0.473;0.934;1.062
14:09:10:679;0.160;0.446;0.958;1.068
14:09:10:689;0.152;0.450;0.942;1.055
14:09:10:709;0.152;0.450;0.891;1.010
14:09:10:720;0.121;0.442;0.872;0.985
14:09:10:741;0.121;0.446;0.880;0.993
14:09:10:969;0.117;0.442;0.883;0.995
14:09:10:971;0.109;0.426;0.911;1.011
14:09:10:972;0.113;0.410;0.915;1.009
14:09:10:974;0.113;0.414;0.899;0.996
14:09:10:976;0.109;0.403;0.899;0.991
14:09:10:977;0.102;0.391;0.911;0.996
14:09:10:978;0.109;0.395;0.899;0.988
14:09:10:980;0.129;0.422;0.887;0.991
14:09:10:981;0.141;0.430;0.883;0.993
14:09:10:982;0.129;0.410;0.887;0.986
14:09:10:983;0.117;0.395;0.899;0.989
14:09:10:984;0.117;0.403;0.887;0.981
14:09:10:985;0.125;0.414;0.868;0.970
14:09:10:988;0.145;0.426;0.880;0.988
14:09:10:989;0.152;0.442;0.887;1.003
14:09:11:8;0.152;0.442;0.891;1.006
14:09:11:17;0.145;0.438;0.887;1.000
14:09:11:38;0.141;0.426;0.876;0.984
14:09:11:47;0.137;0.422;0.864;0.971
14:09:11:78;0.149;0.430;0.860;0.973
14:09:11:80;0.156;0.446;0.872;0.991
14:09:11:99;0.168;0.446;0.895;1.014
14:09:11:117;0.164;0.465;0.915;1.039
14:09:11:127;0.141;0.457;0.887;1.008
14:09:11:149;0.129;0.446;0.864;0.981
14:09:11:157;0.125;0.442;0.876;0.989
14:09:11:171;0.149;0.442;0.891;1.006
14:09:11:189;0.180;0.457;0.903;1.028
14:09:11:209;0.188;0.457;0.813;0.952
14:09:11:219;0.149;0.450;1.157;1.250
14:09:11:239;0.113;0.379;0.923;1.004
14:09:11:278;0.125;0.414;0.813;0.921
14:09:11:282;0.141;0.426;0.872;0.980
14:09:11:299;0.184;0.453;1.001;1.114
14:09:11:303;0.195;0.446;0.993;1.106
14:09:11:323;0.192;0.410;0.969;1.070
14:09:11:327;0.188;0.426;0.899;1.012
14:09:11:353;0.192;0.481;0.840;0.987
14:09:11:370;0.180;0.473;0.829;0.971
14:09:11:377;0.152;0.434;0.833;0.951
14:09:11:407;0.164;0.430;0.833;0.951
14:09:11:421;0.180;0.414;0.844;0.958
14:09:11:427;0.195;0.422;0.883;0.998
14:09:11:438;0.192;0.418;0.891;1.003
14:09:11:459;0.192;0.438;0.872;0.994
14:09:11:477;0.211;0.453;0.852;0.988
14:09:11:487;0.203;0.446;0.856;0.986
14:09:11:508;0.211;0.457;0.891;1.024
14:09:11:517;0.219;0.481;0.926;1.066
14:09:11:537;0.238;0.512;0.954;1.108
14:09:11:547;0.250;0.555;0.997;1.168
14:09:11:567;0.266;0.602;1.032;1.224
14:09:11:588;0.274;0.637;1.048;1.256
14:09:11:597;0.313;0.696;1.083;1.324
14:09:11:621;0.344;0.809;1.180;1.472
14:09:11:628;0.375;0.880;1.266;1.587
14:09:11:650;0.387;0.883;1.298;1.617
14:09:11:658;0.383;0.852;1.309;1.609
14:09:11:678;0.403;0.868;1.306;1.619
14:09:11:700;0.430;0.962;1.306;1.678
14:09:11:708;0.434;1.036;1.313;1.728
14:09:11:723;0.403;0.993;1.317;1.698
14:09:11:739;0.379;0.895;1.290;1.615
14:09:11:761;0.348;0.821;1.212;1.504
14:09:11:771;0.309;0.758;1.067;1.345
14:09:11:791;0.285;0.739;0.934;1.225
14:09:11:811;0.270;0.704;0.887;1.164
14:09:11:820;0.203;0.571;0.844;1.039
14:09:11:839;0.102;0.426;0.751;0.869
14:09:11:849;0.031;0.367;0.618;0.719
14:09:11:870;0.008;0.395;0.493;0.631
14:09:11:879;-0.012;0.457;0.375;0.592
14:09:11:901;-0.059;0.442;0.281;0.527
14:09:11:909;-0.152;0.367;0.235;0.462
14:09:11:929;-0.238;0.313;0.231;0.456
14:09:11:949;-0.281;0.356;0.188;0.491
14:09:11:959;-0.309;0.434;0.113;0.544
14:09:11:979;-0.356;0.465;0.059;0.589
14:09:11:989;-0.414;0.453;0.031;0.615
14:09:12:12;-0.485;0.387;0.020;0.621
14:09:12:22;-0.551;0.313;-0.012;0.634
14:09:12:40;-0.590;0.238;-0.059;0.639
14:09:12:61;-0.637;0.125;-0.109;0.658
14:09:12:70;-0.778;-0.106;-0.168;0.803
14:09:12:90;-1.059;-0.563;-0.242;1.224
14:09:12:99;-1.470;-1.263;-0.453;1.990
14:09:12:138;-1.861;-1.986;-0.856;2.853
14:09:12:140;-2.001;-1.986;-1.075;3.017
14:09:12:155;-1.610;-1.986;-0.727;2.658
14:09:12:167;-0.930;-1.986;-0.387;2.227
14:09:12:253;0.066;-1.986;-0.293;2.008
14:09:12:254;1.575;-1.986;-0.074;2.536
14:09:12:269;1.997;-1.986;0.758;2.917
14:09:12:278;1.994;-1.986;1.974;3.437
14:09:12:280;1.997;-1.767;2.017;3.344
14:09:12:282;1.997;-0.590;2.013;2.897
14:09:12:287;1.997;0.242;2.017;2.849
14:09:12:288;1.997;0.528;2.017;2.887
14:09:12:307;1.997;0.602;2.017;2.902
14:09:12:317;1.997;0.485;1.880;2.786
14:09:12:437;1.997;0.442;1.266;2.406
14:09:12:439;1.923;0.496;0.719;2.112
14:09:12:440;1.642;0.481;0.360;1.748
14:09:12:443;1.407;0.434;0.278;1.499
14:09:12:446;1.231;0.352;0.324;1.321
14:09:12:448;1.079;0.246;0.367;1.166
14:09:12:450;0.965;0.152;0.371;1.046
14:09:12:452;0.856;0.086;0.367;0.936
14:09:12:456;0.782;0.070;0.387;0.875
14:09:12:476;0.743;0.113;0.442;0.872
14:09:12:496;0.774;0.117;0.485;0.921
14:09:12:506;0.786;0.113;0.512;0.945
14:09:12:527;0.758;0.102;0.504;0.916
14:09:12:536;0.684;0.113;0.446;0.824
14:09:12:559;0.633;0.164;0.399;0.766
14:09:12:566;0.618;0.207;0.407;0.768
14:09:12:586;0.610;0.227;0.442;0.786
14:09:12:606;0.614;0.195;0.485;0.806
14:09:12:616;0.598;0.172;0.524;0.813
14:09:12:636;0.563;0.164;0.539;0.797
14:09:12:646;0.551;0.188;0.551;0.802
14:09:12:666;0.571;0.207;0.559;0.825
14:09:12:676;0.582;0.235;0.594;0.864
14:09:12:696;0.571;0.238;0.622;0.877
14:09:12:716;0.539;0.235;0.645;0.873
14:09:12:726;0.520;0.227;0.665;0.874
14:09:12:746;0.516;0.254;0.676;0.888
14:09:12:756;0.532;0.305;0.665;0.904
14:09:12:776;0.555;0.348;0.633;0.911
14:09:12:786;0.563;0.371;0.598;0.901
14:09:12:806;0.567;0.379;0.575;0.892
14:09:12:826;0.567;0.387;0.594;0.908
14:09:12:836;0.567;0.395;0.610;0.921
14:09:12:856;0.594;0.426;0.606;0.950
14:09:12:866;0.622;0.453;0.598;0.974
14:09:12:887;0.625;0.453;0.598;0.977
14:09:12:898;0.618;0.430;0.606;0.966
14:09:12:917;0.610;0.410;0.629;0.968
14:09:12:927;0.602;0.403;0.653;0.975
14:09:12:946;0.614;0.407;0.653;0.984
14:09:12:966;0.700;0.473;0.633;1.056
14:09:12:976;0.739;0.512;0.665;1.118
14:09:12:997;0.700;0.469;0.692;1.090
14:09:13:7;0.661;0.426;0.700;1.052
14:09:13:26;0.625;0.414;0.711;1.034
14:09:13:46;0.602;0.414;0.719;1.025
